Date,PM2.5
2021-05-05,31.36
2021-05-06,25.18
2021-05-07,26.84
2021-05-08,27.46
2021-05-09,29.56
2021-05-10,28.15
2021-05-11,38.65
2021-05-12,32.09
2021-05-13,24.1
2021-05-14,25.06
2021-05-15,24.12
2021-05-16,27.65
2021-05-17,32.47
2021-05-18,31.05
2021-05-19,42.41
2021-05-20,36.62
2021-05-21,31.59
2021-05-22,39.91
2021-05-23,44.09
2021-05-24,41.03
2021-05-25,33.07
2021-05-26,32.51
2021-05-27,28.66
2021-05-28,26.7
2021-05-29,21.07
2021-05-30,18.56
2021-05-31,25.17
2021-06-01,30.0
2021-06-02,16.47
2021-06-03,11.74
2021-06-04,13.93
2021-06-05,19.57
2021-06-06,23.02
2021-06-07,19.49
2021-06-08,20.2
2021-06-09,17.96
2021-06-10,20.26
2021-06-11,19.96
2021-06-12,17.19
2021-06-13,9.87
2021-06-14,9.8
2021-06-15,13.53
